Protein ID	Source	Chrom	Start	Novelty	Support	Category	Gene family	Length (aa)	Similarity to selected	Ingroup	Outgroup	TBLASTN	Gene	Product	Source of annotation	Pfam domains	C286 (in)	C287 (in)	C288 (in)	C289 (in)	C294 (in)	C298 (in)	clade01 (out)	clade02 (out)	clade03 (out)	clade04 (out)	clade05 (out)	clade06 (out)	clade07 (out)	clade08 (out)	clade01 (tblastn)	clade02 (tblastn)	clade03 (tblastn)	clade04 (tblastn)	clade05 (tblastn)	clade06 (tblastn)	clade07 (tblastn)	clade08 (tblastn)
C286:EHM034720|EHA02359_bin.2_gene_7_8	C286			yes	pairwise		UHM1210.23070_R.bin.101|k141_44701_65 (5)	302		5/6	0/8	0/8		Arylesterase,DPPIV_N,Peptidase_S9_N,SGL,Str_synth,Vgb_lyase,WD40	Pfam	Arylesterase,DPPIV_N,Peptidase_S9_N,SGL,Str_synth,Vgb_lyase,WD40	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_81_4	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_81_4 (4)	216		5/6	0/8	0/8		HVO_2718_N,NinF,Zn_ribbon_4,Zn_Ribbon_TF	Pfam	HVO_2718_N,NinF,Zn_ribbon_4,Zn_Ribbon_TF	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_94_28	C286			yes	pairwise		EHM034720|EHA02359_bin.2_gene_94_28 (4)	307		5/6	0/8	3/8		FHA,MU2_FHA,RHS_repeat,Yop-YscD_cpl	Pfam	FHA,MU2_FHA,RHS_repeat,Yop-YscD_cpl	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
C286:EHM034720|EHA02359_bin.2_gene_97_2	C286			yes	pairwise		EHM034692|EHA02331_bin.15_gene_62_26 (5)	376		5/6	0/8	0/8		Arylesterase,NHL,SGL,TrAA12	Pfam	Arylesterase,NHL,SGL,TrAA12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C286:EHM034720|EHA02359_bin.2_gene_97_3	C286			yes	pairwise		STP248.12601_R.bin.118|k141_588353_82 (6)	893		5/6	0/8	2/8		Cytochrome_C7,Cytochrome_CBB3,Cytochrom_CIII,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40,Tll0287-like	Pfam	Cytochrome_C7,Cytochrome_CBB3,Cytochrom_CIII,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40,Tll0287-like	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_129934_100	C298			yes	pairwise		STP248.12601_R.bin.118|k141_129934_100 (2)	150		5/6	0/8	2/8		FimA-like_C,YomR_C	Pfam	FimA-like_C,YomR_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C298:STP248.12601_R.bin.118|k141_129934_20	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_194_6 (5)	810		5/6	0/8	0/8		CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,HYDIN_VesB_CFA65-like_Ig	Pfam	CARDB,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,HYDIN_VesB_CFA65-like_Ig	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_129934_82	C298			yes	pairwise			939		5/6	0/8	6/8		Beta-galactosidase	ModelOrg_C298	Glyco_hydro_2,Glyco_hydro_2_N,Glyco_hydro_2_N2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1
C298:STP248.12601_R.bin.118|k141_129934_91	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_229_5 (5)	281		5/6	0/8	0/8		KduI	Pfam	KduI	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_129934_92	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_179_2 (5)	739		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C298	DUF4861,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_417709_118	C298			yes	pairwise		STP248.12601_R.bin.118|k141_417709_118 (5)	145		5/6	0/8	2/8		CRCB,Frag1	Pfam	CRCB,Frag1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C298:STP248.12601_R.bin.118|k141_417709_68	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_236_5 (2)	269		5/6	0/8	2/8		CbiK,CbiX,Ferrochelatase	Pfam	CbiK,CbiX,Ferrochelatase	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_465240_9	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_66_8 (5)	118		5/6	0/8	0/8		CdAMP_rec,DUF2344,DUF3240,Halo_RE,Nit_Regul_Hom,P-II,Ribosomal_bL9m_C	Pfam	CdAMP_rec,DUF2344,DUF3240,Halo_RE,Nit_Regul_Hom,P-II,Ribosomal_bL9m_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_483842_16	C298			yes	pairwise			301		5/6	0/8	0/8		Endonuclease/exonuclease/phosphatase	ModelOrg_C298	Exo_endo_phos,Exo_endo_phos2,Exo_endo_phos_PGAP2IP	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_483842_34	C298			yes	pairwise		UHM1073.23039_R.bin.125|k141_405036_61 (2)	171		5/6	0/8	3/8		Acetyltransf_1,Acetyltransf_10,Acetyltransf_7,Acetyltransf_9,DUF1999,FR47	Pfam	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7,Acetyltransf_9,DUF1999,FR47	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
C298:STP248.12601_R.bin.118|k141_483842_37	C298			yes	pairwise		STP248.12601_R.bin.118|k141_483842_37 (12)	487		5/6	0/8	0/8		DUF2194,DUF4159,IFT52_GIFT	Pfam	DUF2194,DUF4159,IFT52_GIFT	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_500071_4	C298			yes	pairwise		STP248.12601_R.bin.118|k141_500071_4 (2)	831		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C298	Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,Cytochrom_c3_2,Cytochrom_CIII,DPPIV_N,Haem_bd,HZS_alpha,Paired_CXXCH_1,PccH,PD40,Tll0287-like,Tricorn_2nd,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_505779_68	C298			yes	pairwise		UHM1073.23039_R.bin.125|k141_327978_140 (5)	171		5/6	0/8	6/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1
C298:STP248.12601_R.bin.118|k141_520429_36	C298			yes	pairwise		STP248.12601_R.bin.118|k141_520429_36 (4)	321		5/6	0/8	0/8		Asp_protease,Asp_protease_2,gag-asp_proteas,NarE,PE-PGRS_C,RVP	Pfam	Asp_protease,Asp_protease_2,gag-asp_proteas,NarE,PE-PGRS_C,RVP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_520429_37	C298			yes	pairwise			357		5/6	0/8	6/8		Arc_PepC_II,Dockerin_1,DUF7151,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,HEPN_AbiU2,MgtS-like,SPARC_Ca_bdg,TP_0598_N	Pfam	Arc_PepC_II,Dockerin_1,DUF7151,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8,HEPN_AbiU2,MgtS-like,SPARC_Ca_bdg,TP_0598_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0
C298:STP248.12601_R.bin.118|k141_540405_121	C298			yes	pairwise			606		5/6	0/8	4/8		Putative surface layer protein, with cytochrome c domain	ModelOrg_C298	CCP_MauG,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_C,Cytochrom_C550,DHOR,DUF1924,KPWE_dom,LolA,MCR,Mtrc-MtrF_II-IV_dom,Reg_prop,RoxA-like_Cyt-c,YNCE	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_540405_132	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_156_10 (5)	205		5/6	0/8	3/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_186	C298			yes	pairwise			84		5/6	0/8	1/8		Entericidin EcnAB	ModelOrg_C298	Entericidin,Filo_glycop	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_40	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_100_2 (4)	441		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C298	SASA	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_48	C298			yes	pairwise		STP248.12601_R.bin.118|k141_540405_48 (4)	335		5/6	0/8	0/8		Gln-synt_C,Gln-synt_N	Pfam	Gln-synt_C,Gln-synt_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_50	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_6 (5)	179		5/6	0/8	0/8		N_methyl	Pfam	N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_51	C298			yes	pairwise		STP248.12601_R.bin.118|k141_540405_51 (5)	147		5/6	0/8	0/8		Chol_subst-bind	Pfam	Chol_subst-bind	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_52	C298			yes	pairwise		STP248.12601_R.bin.118|k141_540405_52 (5)	268		5/6	0/8	0/8		N_methyl	Pfam	N_methyl	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_53	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_114_3 (5)	313		5/6	0/8	0/8		DUF6335,SAM_BAF,T2SSK_1st	Pfam	DUF6335,SAM_BAF,T2SSK_1st	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_54	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_219_2 (5)	422		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_63	C298			yes	pairwise		STP248.12601_R.bin.118|k141_540405_63 (5)	706		5/6	0/8	5/8		OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	Pfam	OMP_b-brl_3,Plug,TonB_dep_Rec_b-barrel	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0
C298:STP248.12601_R.bin.118|k141_540405_79	C298			yes	pairwise		STP248.12601_R.bin.118|k141_540405_79 (4)	229		5/6	0/8	2/8		Met_synt_B12	Pfam	Met_synt_B12	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_540405_86	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_194_6 (5)	797		5/6	0/8	0/8		Bbp16,CARDB,DUF8726,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,TrmB-TrmBL1_EBD_C,UDPG_MGDP_dh_C	Pfam	Bbp16,CARDB,DUF8726,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,TrmB-TrmBL1_EBD_C,UDPG_MGDP_dh_C	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_540405_93	C298			yes	pairwise			3436		5/6	0/8	7/8		AMG1_III,CUB_M02D8_5_2nd,PATR	Pfam	AMG1_III,CUB_M02D8_5_2nd,PATR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_557158_38	C298			yes	pairwise			925		5/6	0/8	8/8		Glycoside hydrolase family 2 sugar binding	ModelOrg_C298	BetaGal_ABD2,BetaGal_gal-bd,DUF8487,DUF8488,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N,Glyco_hydro_2_N2,LacZ_4,WxLIP_PGBD	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_563334_30	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	464		5/6	0/8	0/8		ELG1_middle,Utp21	Pfam	ELG1_middle,Utp21	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_588353_110	C298			yes	pairwise		UHM1073.23039_R.bin.125|k141_27918_71 (3)	222		5/6	0/8	1/8		CpsB_CapC	Pfam	CpsB_CapC	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_588353_61	C298			yes	pairwise		STP248.12601_R.bin.118|k141_588353_61 (5)	296		5/6	0/8	8/8					0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_588353_77	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_62_26 (5)	380		5/6	0/8	0/8		Arylesterase,Beta-prop_Rol-3,DUF7055,NHL,SGL,Vgb_lyase	Pfam	Arylesterase,Beta-prop_Rol-3,DUF7055,NHL,SGL,Vgb_lyase	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_588353_82	C298			yes	pairwise		STP248.12601_R.bin.118|k141_588353_82 (6)	884		5/6	0/8	2/8		Cytochrome_C7,Cytochrom_CIII,HZS_alpha,Paired_CXXCH_1,PccH,PD40,Tricorn_N	Pfam	Cytochrome_C7,Cytochrom_CIII,HZS_alpha,Paired_CXXCH_1,PccH,PD40,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_588353_99	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_246_2 (5)	336		5/6	0/8	0/8		ATPgrasp_N,Meth_synt_1,URO-D	Pfam	ATPgrasp_N,Meth_synt_1,URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_624970_22	C298			yes	pairwise			416		5/6	0/8	7/8		Type II secretion system protein	ModelOrg_C298	Baculo_11_kDa,Bac_export_2,bPH_10,CoV_NSP3_C,DHHC,DUF3671,FtsX,HemY_N,Insulin_TMD,Orf78,Sigma70_ner,T2SSF,T2SSF_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_642822_22	C298			yes	pairwise			1590		5/6	0/8	5/8		Outer membrane autotransporter barrel domain protein	ModelOrg_C298	NtrZ,PATR	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1
C298:STP248.12601_R.bin.118|k141_642822_6	C298			yes	pairwise		STP248.12601_R.bin.118|k141_642822_6 (3)	911		5/6	0/8	0/8		ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,HD,NTP_transf_2	Pfam	ACT,ACT_4,ACT_ACR9_3rd,ACT_ACR_D1,bHLH-TF_ACT-like_plant,GlnD_3rd,GlnD_UR_UTase,HD,NTP_transf_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_649852_9	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	994		5/6	0/8	2/8		CBM_35,Cytochrome_CBB3,Cytochrom_C,Cytochrom_CIII,HZS_alpha,Paired_CXXCH_1,PD40,Tll0287-like,Tricorn_N	Pfam	CBM_35,Cytochrome_CBB3,Cytochrom_C,Cytochrom_CIII,HZS_alpha,Paired_CXXCH_1,PD40,Tll0287-like,Tricorn_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
C298:STP248.12601_R.bin.118|k141_745868_12	C298			yes	pairwise			244		5/6	0/8	0/8		Auto_anti-p27,JCAD,zf-dskA_traR,Zn_ribbon_11	Pfam	Auto_anti-p27,JCAD,zf-dskA_traR,Zn_ribbon_11	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_745868_25	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_152_8 (5)	665		5/6	0/8	0/8		HEAT_Nup120,TPR_2,TPR_30	Pfam	HEAT_Nup120,TPR_2,TPR_30	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_76108_23	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_186_7 (5)	758		5/6	0/8	0/8		BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9	Pfam	BAAT_C,BD-FAE,DLH,DPPIV_N,Esterase,Hydrolase_4,PD40,Peptidase_S15,Peptidase_S9	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_769723_105	C298			yes	pairwise			336		5/6	0/8	1/8		PI3K_p85B,URO-D	Pfam	PI3K_p85B,URO-D	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C298:STP248.12601_R.bin.118|k141_769723_22	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	847		5/6	0/8	0/8		Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,IL13,PA14	Pfam	Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,IL13,PA14	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_769723_58	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	747		5/6	0/8	0/8		DUF8043,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	Pfam	DUF8043,Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_771786_24	C298			yes	pairwise			1508		5/6	0/8	7/8		Autotransporter	Pfam	Autotransporter	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_772933_3	C298			yes	pairwise			220		5/6	0/8	7/8		Bactofilin,DmmA-like_C,DUF8455,HypA,Ice_binding,OapC,Zn_ribbon_NOB1	Pfam	Bactofilin,DmmA-like_C,DUF8455,HypA,Ice_binding,OapC,Zn_ribbon_NOB1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_772933_68	C298			yes	pairwise		UHM1210.23070_R.bin.101|k141_1015956_32 (5)	292		5/6	0/8	0/8		Form_Nir_trans	Pfam	Form_Nir_trans	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_879507_14	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_202_2 (5)	168		5/6	0/8	3/8		DEDDh_C,DNA_pol_A_exo1,RNase_T,Rv2179c-like	Pfam	DEDDh_C,DNA_pol_A_exo1,RNase_T,Rv2179c-like	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
C298:STP248.12601_R.bin.118|k141_879507_8	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_286_3 (6)	277		5/6	0/8	1/8		CCDC66,CLN3,F5_F8_type_C,F5_F8_type_C_2,HpsJ	Pfam	CCDC66,CLN3,F5_F8_type_C,F5_F8_type_C_2,HpsJ	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C298:STP248.12601_R.bin.118|k141_904984_11	C298			yes	pairwise			221		5/6	0/8	8/8					0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_904984_20	C298			yes	pairwise		EHM034674|EHA02355_bin.24_gene_75_8 (5)	204		5/6	0/8	5/8		HTH_23,HTH_29,Tea_mid	Pfam	HTH_23,HTH_29,Tea_mid	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
C298:STP248.12601_R.bin.118|k141_923502_65	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_46_5 (3)	295		5/6	0/8	0/8		Metalloenzyme,Phosphodiest,Sulfatase,vWA-TerF-like	Pfam	Metalloenzyme,Phosphodiest,Sulfatase,vWA-TerF-like	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_923502_7	C298			yes	pairwise		EHM034720|EHA02359_bin.2_gene_247_4 (5)	324		5/6	0/8	0/8					1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C298:STP248.12601_R.bin.118|k141_958820_53	C298			yes	pairwise		EHM034692|EHA02331_bin.15_gene_58_4 (2)	134		5/6	0/8	1/8		Sex_peptide	Pfam	Sex_peptide	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C298:STP248.12601_R.bin.118|k141_962093_11	C298			yes	pairwise		STP248.12601_R.bin.118|k141_962093_11 (3)	318		5/6	0/8	8/8		DUF6268 domain-containing protein	ModelOrg_C298	DUF6268,OMP_b-brl_2,PagL	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
C298:STP248.12601_R.bin.118|k141_962093_21	C298			yes	pairwise		UHM1210.23070_R.bin.101|k141_102944_12 (5)	212		5/6	0/8	2/8		HTH_24,HTH_AsnC-type,TetR_C_11,TetR_C_13,TetR_C_2,TetR_N	Pfam	HTH_24,HTH_AsnC-type,TetR_C_11,TetR_C_13,TetR_C_2,TetR_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
C298:STP248.12601_R.bin.118|k141_962093_4	C298			yes	pairwise		STP248.12601_R.bin.118|k141_962093_4 (4)	765		5/6	0/8	0/8		AP_endonuc_2	Pfam	AP_endonuc_2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_197029_12	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_156_7 (7)	453		5/6	0/8	0/8		HEAT_2,RPAP1_N	Pfam	HEAT_2,RPAP1_N	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_197029_3	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_190_8 (13)	881		5/6	0/8	0/8		CARDB,Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,PA14,SAMP2	Pfam	CARDB,Fn3-like,GLEYA,Glyco_hydro_3,Glyco_hydro_3_C,PA14,SAMP2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_200691_1	C288			yes	pairwise		UHM1073.23039_R.bin.125|k141_200691_1 (2)	121		5/6	0/8	0/8		ALMT,CDC45,DDHD,DUF6739,GlpR,MDM10,NPR3,PF3D7_1223600_M,Presenilin,Raftlin,SLC12,SLC52_ribofla_tr,TP_0598_N,TRM10_TRM10A,Trypan_PARP,VID28_C	Pfam	ALMT,CDC45,DDHD,DUF6739,GlpR,MDM10,NPR3,PF3D7_1223600_M,Presenilin,Raftlin,SLC12,SLC52_ribofla_tr,TP_0598_N,TRM10_TRM10A,Trypan_PARP,VID28_C	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_215613_12	C288			yes	pairwise			898		5/6	0/8	1/8		PATR	Pfam	PATR	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C288:UHM1073.23039_R.bin.125|k141_215613_4	C288			yes	pairwise			1450		5/6	0/8	3/8		DUF7402,DUF8816,F5_F8_type_C,F5_F8_type_C_2,GLEYA,PA14	Pfam	DUF7402,DUF8816,F5_F8_type_C,F5_F8_type_C_2,GLEYA,PA14	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_108	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_24_26 (3)	445		5/6	0/8	0/8		Glycosyl hydrolase family 88	ModelOrg_C288	C5-epim_C,Glyco_hydro_76,Glyco_hydro_88	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_124	C288			yes	pairwise		EHM034692|EHA02331_bin.15_gene_214_14 (3)	150		5/6	0/8	7/8		ExbD	Pfam	ExbD	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1
C288:UHM1073.23039_R.bin.125|k141_223244_133	C288			yes	pairwise		EHM034674|EHA02355_bin.24_gene_100_2 (4)	456		5/6	0/8	0/8		Sialate O-acetylesterase domain-containing protein	ModelOrg_C288	ATG30_helical,SASA,Sorb	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_69	C288			yes	pairwise		STP248.12601_R.bin.118|k141_520429_36 (4)	328		5/6	0/8	0/8		Adeno_hexon,Asp_protease_2,gag-asp_proteas,PE-PGRS_C,RVP	Pfam	Adeno_hexon,Asp_protease_2,gag-asp_proteas,PE-PGRS_C,RVP	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C288:UHM1073.23039_R.bin.125|k141_223244_7	C288			yes	pairwise		EHM034720|EHA02359_bin.2_gene_55_23 (7)	841		5/6	0/8	2/8		Formylglycine-generating enzyme family protein	ModelOrg_C288	Beta-prop_ApeH-3,Cytochrome_C7,Cytochrome_CBB3,Cytochrom_c3_2,HZS_alpha,Mtrc-MtrF_II-IV_dom,Paired_CXXCH_1,PD40,Tricorn_N	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
